village_id,village_name,district,state,latitude,longitude,area_sq_km,avg_solar_irradiance_kwh_m2_day,annual_sun_hours,seasonal_solar_variation_percent,avg_temperature_c,rainfall_mm_year,cloud_cover_percent,population,households,estimated_annual_electricity_demand_kwh,agricultural_demand_kwh,public_facility_demand_kwh,grid_connected,grid_reliability_percent,avg_daily_power_hours,outage_hours_month,distance_to_grid_km,existing_solar_capacity_kw,existing_solar_project,solar_pumps_count,existing_solar_generation_kwh_year,recommended_capacity_kw,installation_cost_inr,maintenance_cost_inr_year,panel_efficiency_percent,system_efficiency_percent,expected_annual_generation_kwh,electricity_value_inr_kwh,degradation_rate_percent,project_lifetime_years
V10509,Village_509,District_21,Telangana,26.373413,79.07193,7.88,6.31,3257.0,6.07,21.39,438.0,24.4,41765,8260,15250089.0,4409587.0,691950.0,True,66.18,15.74,19.5,4.68,49.55,False,6,70273.0,1000.0,55024907.0,1530016.0,23.52,77.46,2098008.0,4.77,0.59,23
V10510,Village_510,District_17,Gujarat,16.107929,86.701916,4.86,4.64,2524.0,24.07,27.05,1553.0,38.64,10301,2183,5370531.0,1023048.0,237083.0,True,89.16,10.26,25.93,14.05,28.42,True,15,39650.0,1000.0,59939645.0,967090.0,20.57,79.48,1384436.0,8.63,0.99,21
V10511,Village_511,District_4,Bihar,25.372397,87.86095,19.55,5.41,3071.0,9.65,21.22,465.0,22.82,9544,2143,4590829.0,1381080.0,323300.0,True,86.03,14.67,49.24,8.98,15.19,False,14,23740.0,1000.0,54462149.0,1569405.0,23.77,87.03,2042482.0,4.53,0.35,25
V10512,Village_512,District_11,Andhra Pradesh,22.871159,88.839294,48.53,5.53,2513.0,17.92,25.2,274.0,41.73,25817,4985,15481728.0,8057064.0,1407872.0,True,79.48,17.95,16.16,12.86,137.12,False,10,195469.0,1000.0,71266361.0,2660304.0,18.26,79.77,1470037.0,8.82,0.61,20
V10513,Village_513,District_22,Karnataka,22.411332,76.567995,11.72,4.4,2658.0,26.52,23.71,958.0,24.56,14490,2722,7681071.0,2888527.0,627031.0,True,85.59,21.47,19.2,5.95,45.59,False,12,64847.0,1000.0,65076694.0,2375248.0,19.96,80.76,1294412.0,8.28,0.87,24
V10514,Village_514,District_25,Rajasthan,8.067979,90.334391,31.26,5.35,3202.0,28.78,32.66,1733.0,11.3,1247,255,708625.0,124468.0,48170.0,True,74.25,15.8,45.24,6.53,136.18,True,5,231812.0,429.69,29511232.0,555424.0,21.53,81.84,739233.0,4.66,0.33,23
V10515,Village_515,District_21,Gujarat,23.79897,81.531982,30.24,5.16,2200.0,34.67,32.52,163.0,57.28,12777,3302,5255059.0,2571442.0,338790.0,True,75.8,10.07,6.33,13.11,51.55,False,19,74107.0,1000.0,64147004.0,980175.0,17.07,90.0,1446734.0,4.54,0.42,25
V10516,Village_516,District_6,Rajasthan,30.565052,74.284776,36.37,5.56,3210.0,5.65,25.69,972.0,20.14,20357,5599,6867063.0,3327842.0,545446.0,False,0.0,6.33,102.51,3.64,12.07,False,2,20827.0,1000.0,49934368.0,1262291.0,23.41,84.82,2014825.0,7.13,0.43,20
V10517,Village_517,District_7,Bihar,27.976317,87.109889,4.58,6.09,2202.0,29.59,29.86,1005.0,58.21,44602,10239,21250213.0,9070798.0,1387631.0,True,89.75,8.2,41.48,2.16,5.07,False,11,6465.0,1000.0,72668864.0,2831629.0,19.19,75.86,1617961.0,8.98,0.39,21
V10518,Village_518,District_27,Tamil Nadu,32.879846,68.095138,23.53,5.89,2943.0,10.89,32.81,469.0,21.13,43205,8559,20336723.0,4330756.0,911701.0,True,94.47,23.23,15.7,4.57,14.03,False,8,16850.0,1000.0,51799108.0,1745744.0,17.59,81.34,1537971.0,4.73,0.67,24
V10519,Village_519,District_11,Telangana,23.397612,79.593661,16.78,4.78,2551.0,31.4,31.67,590.0,51.89,29053,5825,9766074.0,4987519.0,1019427.0,True,82.3,21.45,6.28,3.8,48.0,False,6,73508.0,1000.0,55257806.0,1163592.0,22.23,83.52,1619648.0,5.73,0.4,21
V10520,Village_520,District_21,Uttar Pradesh,25.741722,82.42866,26.44,5.12,2743.0,28.55,21.99,372.0,23.8,35823,9975,23342955.0,3786783.0,2417820.0,True,87.68,18.32,78.0,8.9,137.19,False,17,213988.0,1000.0,74757024.0,974455.0,22.06,84.29,1737458.0,7.25,0.81,21
V10521,Village_521,District_6,Madhya Pradesh,10.610632,72.37459,58.51,6.27,2260.0,31.69,25.8,187.0,47.78,10128,2644,5239333.0,2106147.0,291870.0,True,82.67,16.16,74.58,12.68,93.48,True,8,142150.0,1000.0,69022990.0,1799564.0,19.29,87.18,1924330.0,7.24,0.68,21
V10522,Village_522,District_29,Bihar,33.154201,75.556898,14.22,4.78,3272.0,18.12,32.19,327.0,20.54,3754,707,1841672.0,450244.0,136065.0,False,0.0,6.88,128.56,13.66,104.0,False,3,168505.0,1000.0,62085486.0,1041796.0,20.86,81.88,1489988.0,5.38,0.38,24
V10523,Village_523,District_9,Telangana,28.19511,87.456434,44.38,6.02,3242.0,8.86,24.95,441.0,32.65,23828,5518,8547024.0,3805347.0,584946.0,True,79.01,22.5,5.86,2.5,63.8,True,15,76793.0,1000.0,63778716.0,2203572.0,20.91,77.82,1787741.0,5.89,0.58,22
V10524,Village_524,District_7,Bihar,15.156682,72.454507,32.71,4.39,2984.0,7.71,25.65,415.0,53.99,39301,8445,20610275.0,9458791.0,1438493.0,True,98.96,15.75,48.8,13.44,70.69,False,18,97020.0,1000.0,47874947.0,1187882.0,22.37,77.59,1390590.0,7.53,0.61,23
V10525,Village_525,District_9,Karnataka,9.504451,75.834213,26.25,5.83,2863.0,15.67,30.15,1545.0,30.33,1363,324,513782.0,116267.0,22275.0,True,85.94,8.63,54.34,4.84,91.92,False,0,158149.0,442.28,20442908.0,530762.0,16.37,82.18,633058.0,7.32,0.83,25
V10526,Village_526,District_7,Rajasthan,23.301177,76.864929,34.4,6.37,2382.0,21.51,24.92,1142.0,33.44,3140,848,1954194.0,628105.0,234356.0,True,76.04,15.58,17.46,7.69,19.21,False,9,27903.0,1000.0,57041931.0,927221.0,21.9,87.86,2236854.0,8.24,0.87,25
V10527,Village_527,District_3,Madhya Pradesh,8.060671,86.517289,55.86,5.05,3155.0,32.26,24.34,365.0,28.42,44646,12032,22553345.0,10502464.0,2603390.0,False,0.0,11.68,45.02,16.69,98.1,False,9,167869.0,1000.0,53498334.0,1686351.0,17.57,90.14,1459633.0,4.64,0.66,24
V10528,Village_528,District_14,Uttar Pradesh,9.814772,91.199688,22.7,5.09,2621.0,11.44,27.54,1421.0,43.26,28045,5198,16562711.0,3294056.0,1537967.0,True,83.4,8.88,31.94,7.18,65.11,False,12,100367.0,1000.0,54134402.0,762014.0,23.79,75.36,1665390.0,8.08,0.8,25
V10529,Village_529,District_18,Andhra Pradesh,12.098868,71.862173,45.53,6.02,2590.0,9.7,25.89,718.0,35.04,12302,3158,7442140.0,1868203.0,471942.0,True,79.35,11.72,60.71,3.04,60.23,False,4,77416.0,1000.0,60310757.0,676779.0,18.35,82.1,1655155.0,5.71,1.0,20
V10530,Village_530,District_5,Bihar,20.996482,83.786461,34.27,6.05,2411.0,26.83,19.48,309.0,20.36,9628,2577,5927912.0,2345850.0,629016.0,True,77.19,18.7,65.67,12.32,85.42,False,18,141090.0,1000.0,58695936.0,1042895.0,19.49,84.98,1828718.0,8.8,0.37,22
V10531,Village_531,District_14,Maharashtra,24.564761,93.349842,38.51,5.08,2480.0,21.35,23.85,901.0,34.46,40192,8320,26348222.0,14136962.0,949479.0,True,98.5,22.4,69.01,8.92,140.58,False,19,237348.0,1000.0,59076066.0,1851392.0,23.96,86.55,1922562.0,4.7,0.88,21
V10532,Village_532,District_2,Bihar,22.795668,74.788066,48.25,5.36,2733.0,24.63,19.41,1034.0,42.9,44131,10298,28845654.0,13231344.0,3092149.0,True,98.51,11.68,27.87,5.02,7.81,False,11,13110.0,1000.0,52663299.0,1339619.0,17.33,89.51,1517392.0,6.19,0.39,21
V10533,Village_533,District_17,Maharashtra,31.948593,77.450204,35.06,5.14,3035.0,34.94,24.91,553.0,15.74,32085,7420,13381590.0,6085497.0,1516637.0,True,71.88,13.42,6.69,4.36,112.81,False,4,182181.0,1000.0,64964232.0,2019870.0,22.07,79.0,1635518.0,6.9,0.67,21
V10534,Village_534,District_11,Uttar Pradesh,32.928856,91.823312,5.03,4.41,3061.0,22.05,21.03,493.0,52.08,37760,9125,22136290.0,3509051.0,1273247.0,True,74.43,21.88,74.72,1.32,38.37,False,1,60200.0,1000.0,58305571.0,1936782.0,23.46,86.27,1628881.0,8.65,0.58,22
V10535,Village_535,District_21,Uttar Pradesh,23.576184,93.733568,4.09,5.83,2740.0,27.9,30.65,390.0,20.47,28881,7280,12168987.0,4665490.0,1342236.0,True,91.47,12.49,12.8,6.33,46.63,False,12,57411.0,1000.0,56167114.0,576068.0,17.21,83.29,1525124.0,6.97,0.4,24
V10536,Village_536,District_23,Telangana,18.922049,81.669781,27.94,4.58,2523.0,15.62,21.71,544.0,56.53,41533,9505,26141688.0,6940283.0,2615509.0,True,76.49,11.54,64.71,4.59,17.36,False,16,21549.0,1000.0,63647963.0,876041.0,21.31,88.38,1574221.0,6.03,0.43,20
V10537,Village_537,District_5,Andhra Pradesh,27.95825,77.770976,58.8,5.19,2217.0,17.35,24.61,1580.0,35.33,5793,1262,2133886.0,813227.0,104528.0,False,0.0,5.19,160.92,5.04,68.46,False,15,118700.0,1000.0,60197593.0,2046933.0,17.61,79.36,1323705.0,7.01,0.3,24
V10538,Village_538,District_27,Gujarat,8.512118,72.301063,6.23,5.66,2764.0,25.45,21.22,1367.0,21.12,11424,2610,4457194.0,1610492.0,423954.0,True,85.6,9.84,11.66,13.56,10.48,True,7,14853.0,1000.0,60811167.0,802992.0,21.54,90.75,2019164.0,7.6,0.55,24
V10539,Village_539,District_24,Uttar Pradesh,33.397704,74.37732,42.28,4.57,2694.0,17.39,22.13,790.0,45.04,27217,5631,15171685.0,6675624.0,1262047.0,False,0.0,5.36,209.64,6.01,109.45,False,7,134530.0,1000.0,48716164.0,703727.0,22.49,79.24,1486322.0,6.54,0.4,22
V10540,Village_540,District_7,Telangana,25.365429,68.497144,17.3,5.79,2282.0,24.7,23.9,653.0,39.31,23840,5670,14449633.0,3436911.0,969143.0,False,0.0,9.49,59.13,7.57,40.99,True,12,55178.0,1000.0,67343056.0,1417832.0,17.69,75.3,1407551.0,4.99,0.31,20
V10541,Village_541,District_14,Rajasthan,8.996318,75.240171,48.67,5.43,2962.0,30.9,18.52,1682.0,34.41,20771,4284,8537142.0,2604366.0,871420.0,True,75.62,22.71,58.79,9.01,85.25,False,8,128453.0,1000.0,59925650.0,823901.0,21.49,75.63,1610620.0,7.21,0.57,20
V10542,Village_542,District_29,Tamil Nadu,30.625431,87.897489,18.64,6.29,2212.0,30.0,24.56,548.0,56.31,42583,8218,20546421.0,7091667.0,2264259.0,False,0.0,10.76,112.7,24.95,86.23,False,16,126033.0,1000.0,64729807.0,1593592.0,22.74,87.61,2286955.0,7.56,0.75,25
V10543,Village_543,District_27,Madhya Pradesh,10.961203,80.607607,58.65,5.39,2426.0,34.98,18.67,944.0,22.97,589,159,352372.0,71653.0,14168.0,False,0.0,9.61,164.7,29.26,12.89,False,8,19633.0,263.93,18887008.0,736693.0,16.07,91.88,383334.0,6.22,0.66,21
V10544,Village_544,District_3,Bihar,30.212572,82.900878,43.6,6.05,2531.0,19.06,34.27,1571.0,46.54,26388,5649,14937040.0,3077345.0,733764.0,False,0.0,2.58,56.79,33.1,139.12,True,17,196824.0,1000.0,55809706.0,1979971.0,22.5,84.88,2108658.0,5.04,0.87,25
V10545,Village_545,District_27,Telangana,32.999271,80.620618,59.37,5.93,2541.0,29.81,20.19,1774.0,49.1,12680,3357,7666644.0,3773203.0,274685.0,True,73.82,9.16,64.33,12.79,127.83,False,18,228552.0,1000.0,60307028.0,685065.0,21.82,88.16,2081823.0,8.59,0.66,24
V10546,Village_546,District_3,Andhra Pradesh,31.666744,88.977299,23.13,6.22,2393.0,29.26,24.74,1783.0,30.75,33633,9562,14014794.0,4617627.0,859679.0,True,90.62,22.2,70.42,13.38,92.5,False,6,146160.0,1000.0,47811227.0,541330.0,17.49,78.55,1559514.0,7.3,0.6,25
V10547,Village_547,District_10,Andhra Pradesh,17.378035,86.567074,28.58,4.4,3002.0,5.99,22.48,1163.0,47.34,22883,6271,8598901.0,3328054.0,732025.0,True,95.84,18.88,8.35,5.17,73.62,False,4,104825.0,1000.0,60037859.0,2288798.0,23.54,77.56,1466087.0,4.69,0.42,21
V10548,Village_548,District_22,Andhra Pradesh,17.421696,79.383431,12.8,4.55,2435.0,7.64,19.54,234.0,57.64,3389,858,1955456.0,975689.0,205192.0,False,0.0,10.55,229.74,34.8,106.77,True,5,132814.0,1000.0,72491270.0,2617713.0,23.15,83.42,1603598.0,6.66,0.94,22
V10549,Village_549,District_25,Gujarat,25.081617,85.849563,20.05,5.22,3044.0,6.6,27.95,453.0,35.23,2883,721,1132053.0,303067.0,80382.0,True,70.69,21.3,78.96,8.66,88.01,True,12,147867.0,761.4,37973626.0,669195.0,17.15,79.15,984603.0,7.43,0.37,23
V10550,Village_550,District_3,Maharashtra,32.287733,83.071143,9.22,5.93,2401.0,15.97,20.22,845.0,16.34,4823,988,3156651.0,701792.0,257079.0,True,73.76,16.76,75.84,0.81,112.37,False,5,140262.0,1000.0,61930821.0,1058291.0,23.34,84.25,2128082.0,7.32,0.61,22
V10551,Village_551,District_29,Uttar Pradesh,27.143945,90.003801,17.01,6.2,2427.0,32.03,28.31,387.0,14.82,25424,4741,14909567.0,7992238.0,1468019.0,True,76.01,14.17,77.93,12.41,62.41,False,15,86808.0,1000.0,66942368.0,2653775.0,17.94,90.83,1843768.0,4.99,0.69,21
V10552,Village_552,District_30,Gujarat,10.47431,68.898918,39.54,4.67,2364.0,27.55,25.69,731.0,46.34,7726,1908,3209343.0,1441365.0,169814.0,False,0.0,6.34,233.36,32.47,113.95,False,2,200269.0,1000.0,70887349.0,1257706.0,16.32,89.93,1250848.0,6.23,0.35,20
V10553,Village_553,District_12,Tamil Nadu,21.579467,68.689427,20.74,6.4,2905.0,28.2,34.68,1660.0,28.51,11160,2339,4759821.0,2259805.0,462456.0,True,88.06,23.94,44.96,6.46,43.17,False,3,65217.0,1000.0,61096633.0,2235434.0,20.41,80.66,1922844.0,4.68,0.39,24
V10554,Village_554,District_9,Telangana,13.277645,70.161125,15.76,5.67,3024.0,8.34,18.07,1028.0,23.87,6188,1429,3493226.0,770528.0,306060.0,True,72.4,23.06,57.4,3.94,97.79,False,4,146485.0,1000.0,64525977.0,1234133.0,16.19,88.46,1481971.0,8.32,0.71,21
V10555,Village_555,District_4,Bihar,23.497566,82.653545,45.3,5.48,3094.0,10.78,22.2,1356.0,33.28,30022,6499,17462693.0,7585261.0,1816311.0,True,70.61,9.21,67.71,4.78,77.01,True,19,119826.0,1000.0,69668443.0,1024558.0,19.48,76.71,1494460.0,5.22,0.52,24
V10556,Village_556,District_4,Andhra Pradesh,15.037922,82.606078,9.67,4.95,2477.0,32.62,30.35,334.0,23.89,39495,7830,23698839.0,12133143.0,764301.0,False,0.0,5.96,191.85,10.07,103.87,True,4,158602.0,1000.0,62170536.0,2074699.0,21.19,89.3,1709427.0,4.79,0.69,23
V10557,Village_557,District_2,Gujarat,19.620672,69.312013,21.26,5.02,3068.0,28.34,33.85,1640.0,53.4,38991,7488,13936249.0,5770354.0,694503.0,False,0.0,7.3,55.19,6.03,118.61,False,16,211592.0,1000.0,53743663.0,1228051.0,20.96,88.94,1707871.0,5.1,0.57,22
V10558,Village_558,District_24,Bihar,24.581384,75.048597,48.55,6.2,3041.0,24.84,29.31,359.0,48.91,22934,6396,10013970.0,3517498.0,335491.0,True,86.9,19.66,22.85,4.22,34.21,True,18,60359.0,1000.0,69559457.0,2757852.0,21.05,90.01,2143865.0,6.51,0.42,22
V10559,Village_559,District_13,Rajasthan,12.884695,68.292052,45.34,5.97,3299.0,7.91,34.75,1221.0,16.94,21697,4168,14117349.0,5187715.0,1348593.0,True,96.75,16.18,75.31,3.13,35.33,False,17,55721.0,1000.0,62251316.0,2375844.0,19.81,75.02,1619193.0,8.53,0.9,23
V10560,Village_560,District_13,Uttar Pradesh,31.03127,94.025102,11.59,5.59,3262.0,15.11,20.11,173.0,27.16,4961,927,2492185.0,966342.0,283411.0,False,0.0,8.31,167.04,29.8,10.34,True,19,14370.0,1000.0,53141795.0,1009404.0,21.44,78.13,1708902.0,6.15,0.78,22
V10561,Village_561,District_8,Bihar,15.976658,96.772451,38.86,4.83,3255.0,24.99,29.53,460.0,49.49,13461,3701,6602430.0,2063737.0,632889.0,True,97.14,17.64,42.16,10.99,46.02,False,2,60618.0,1000.0,58222556.0,2157143.0,17.53,75.36,1164482.0,5.06,0.71,20
V10562,Village_562,District_28,Gujarat,30.317833,68.099094,20.61,6.29,2297.0,25.59,21.25,1481.0,37.13,6641,1324,3667866.0,955182.0,348116.0,True,93.09,14.37,20.53,2.11,137.11,False,10,205301.0,1000.0,68935256.0,2036259.0,22.55,91.74,2374755.0,5.15,0.37,25
V10563,Village_563,District_16,Andhra Pradesh,11.811838,76.866358,47.06,5.6,3102.0,11.48,28.22,263.0,58.3,10329,2401,3557698.0,624220.0,379435.0,True,81.59,10.18,52.41,10.54,137.08,False,18,216464.0,1000.0,72167003.0,2564243.0,16.1,90.43,1487953.0,4.78,0.41,22
V10564,Village_564,District_15,Madhya Pradesh,27.267791,80.308898,50.2,5.79,3017.0,11.44,27.81,1229.0,30.69,38112,9179,24495039.0,12180543.0,2262791.0,True,76.43,18.23,69.47,5.09,30.3,True,8,44334.0,1000.0,51300310.0,1239517.0,21.51,87.1,1979703.0,5.85,0.4,20
V10565,Village_565,District_12,Madhya Pradesh,29.479039,95.613918,26.95,5.17,2886.0,32.47,23.7,234.0,56.75,9383,1890,3225027.0,486319.0,271708.0,True,89.26,18.25,49.53,14.94,66.83,False,12,93258.0,1000.0,68986997.0,1068918.0,20.19,83.25,1585893.0,5.6,0.58,25
V10566,Village_566,District_1,Gujarat,9.919951,79.806317,35.39,4.74,2362.0,10.81,19.42,578.0,36.11,34709,6905,18660446.0,7939471.0,2006984.0,True,65.55,12.31,43.5,5.05,49.14,False,11,71216.0,1000.0,60092110.0,1509133.0,22.42,80.02,1551942.0,5.96,0.75,23
V10567,Village_567,District_5,Tamil Nadu,22.511318,83.432389,29.48,6.28,3258.0,9.63,32.89,690.0,32.25,18497,3910,9518723.0,1996817.0,439413.0,True,91.89,23.97,37.16,4.86,92.81,False,17,141330.0,1000.0,69903930.0,744081.0,18.62,91.75,1957980.0,4.79,0.78,22
V10568,Village_568,District_5,Maharashtra,31.837253,75.632709,41.75,6.36,2892.0,25.77,20.91,217.0,46.08,41985,8688,21645641.0,4063380.0,773790.0,True,65.67,12.17,66.96,0.21,78.84,False,3,116781.0,1000.0,58487460.0,897404.0,20.97,81.09,1973721.0,6.92,0.89,20
V10569,Village_569,District_13,Bihar,21.590801,89.504361,30.76,5.23,2424.0,10.92,20.67,972.0,31.12,9475,2133,4319897.0,1154747.0,394469.0,True,78.8,11.38,72.88,11.32,101.18,False,1,129957.0,1000.0,58192212.0,1271122.0,21.87,79.78,1665357.0,8.28,0.8,24
V10570,Village_570,District_3,Madhya Pradesh,11.60408,92.801305,46.87,4.65,3023.0,5.39,28.42,1151.0,25.39,9047,1699,4807733.0,1469958.0,469247.0,True,83.61,15.71,14.69,7.15,24.79,False,6,35898.0,1000.0,63112450.0,858815.0,23.69,78.04,1568910.0,6.49,0.87,22
V10571,Village_571,District_28,Madhya Pradesh,14.886089,86.853172,50.17,4.72,3273.0,28.98,20.99,718.0,21.04,20786,4586,11314546.0,3069171.0,642834.0,True,88.66,15.01,59.81,14.26,141.4,False,16,237412.0,1000.0,73252591.0,2559365.0,22.45,81.21,1570474.0,6.82,0.94,23
V10572,Village_572,District_6,Andhra Pradesh,12.209159,89.14463,19.13,5.02,2334.0,12.52,30.0,1030.0,33.83,1201,298,406145.0,157404.0,38988.0,True,83.38,19.3,55.43,9.06,93.28,False,19,138750.0,357.73,24286412.0,409415.0,23.57,80.8,624156.0,7.13,0.47,25
V10573,Village_573,District_18,Telangana,8.517033,81.665787,49.79,4.56,3282.0,25.08,27.45,791.0,51.08,9044,1735,5322066.0,1676801.0,178729.0,True,78.5,15.3,23.45,4.47,71.83,False,15,110893.0,1000.0,48045530.0,1147381.0,21.75,88.46,1601157.0,8.31,0.52,22
V10574,Village_574,District_9,Rajasthan,16.33374,82.537482,7.94,5.58,2336.0,14.26,32.8,1730.0,50.52,11907,3269,7716161.0,1816781.0,326856.0,False,0.0,11.85,229.76,8.19,88.37,False,18,154349.0,1000.0,47394323.0,1857446.0,21.02,87.97,1883061.0,6.68,0.95,20
V10575,Village_575,District_3,Madhya Pradesh,14.214194,88.003066,26.26,5.67,2852.0,19.46,25.17,1201.0,57.33,4485,954,1841993.0,842918.0,63814.0,True,86.51,21.35,9.05,12.44,48.1,False,8,78651.0,1000.0,66052635.0,831188.0,20.61,78.27,1669242.0,5.04,0.33,22
V10576,Village_576,District_3,Gujarat,27.758998,78.659289,10.01,5.39,2837.0,24.97,30.29,1544.0,46.08,4196,779,2253142.0,496858.0,140573.0,True,80.3,13.06,34.79,13.12,112.82,False,0,194183.0,1000.0,69172468.0,2259412.0,21.86,87.74,1886685.0,8.73,0.44,24
V10577,Village_577,District_15,Madhya Pradesh,24.889995,71.164239,17.21,4.62,2525.0,14.48,25.79,1310.0,49.51,42611,11867,18161814.0,5542300.0,1199620.0,True,75.14,14.89,49.26,9.49,70.44,True,13,85002.0,1000.0,46755074.0,1383115.0,17.42,85.78,1259909.0,6.72,0.57,22
V10578,Village_578,District_27,Madhya Pradesh,13.375891,85.677632,56.62,6.11,2788.0,30.42,24.0,1569.0,48.51,28077,6000,10576347.0,3081156.0,969791.0,False,0.0,10.22,244.29,5.0,71.01,False,0,85623.0,1000.0,56520138.0,1286161.0,21.27,89.05,2112056.0,8.9,0.3,23
V10579,Village_579,District_22,Rajasthan,25.973613,73.634342,57.54,5.81,2251.0,17.01,25.43,1696.0,22.97,16689,4465,9058883.0,3064361.0,1034079.0,True,65.45,9.64,30.28,6.46,131.78,True,14,236406.0,1000.0,57649121.0,2178091.0,19.53,80.29,1662657.0,8.71,0.9,21
V10580,Village_580,District_21,Bihar,11.674521,72.321978,30.75,6.04,2927.0,23.07,29.04,621.0,21.78,42416,9073,20385007.0,9774820.0,986425.0,True,76.55,14.63,3.94,10.33,7.46,False,10,10106.0,1000.0,55857429.0,1906921.0,18.7,91.3,1881968.0,7.94,0.64,21
V10581,Village_581,District_19,Bihar,9.539998,85.506225,24.06,6.09,3052.0,33.61,21.1,340.0,56.81,28036,5355,11336937.0,6148392.0,1250132.0,True,81.29,8.84,1.29,5.48,1.53,False,5,2225.0,1000.0,56181466.0,1968086.0,19.02,87.76,1855185.0,6.6,0.57,22
V10582,Village_582,District_14,Maharashtra,23.447404,76.106722,34.58,4.63,3089.0,32.83,25.88,1184.0,50.84,37832,8204,20616615.0,7678410.0,1720178.0,True,86.37,22.03,74.56,1.26,137.82,False,17,187903.0,1000.0,62543623.0,777465.0,17.64,87.0,1296766.0,7.18,0.87,20
V10583,Village_583,District_21,Karnataka,12.270179,82.257601,45.83,5.69,2737.0,9.61,21.96,1505.0,50.04,7305,1984,3176604.0,1129477.0,310830.0,True,99.42,19.46,62.69,1.19,37.1,False,1,58793.0,1000.0,50297719.0,916476.0,17.05,80.64,1427743.0,7.67,0.38,25
V10584,Village_584,District_27,Tamil Nadu,31.209443,92.748239,39.38,4.66,2435.0,20.45,18.14,277.0,11.63,38385,9315,16844069.0,3152929.0,1475470.0,True,80.59,12.4,55.6,1.82,5.37,True,0,8815.0,1000.0,71571438.0,2506312.0,17.15,91.06,1328130.0,7.36,0.91,24
V10585,Village_585,District_16,Gujarat,17.360898,87.088005,51.91,5.58,2875.0,22.92,26.28,1191.0,40.07,4729,1028,1950134.0,903954.0,174851.0,True,81.36,15.24,60.99,14.18,87.29,False,16,127995.0,1000.0,48283249.0,1330973.0,22.29,80.76,1833173.0,7.27,0.73,25
V10586,Village_586,District_19,Andhra Pradesh,18.526646,96.529076,19.99,5.21,2247.0,20.55,27.02,751.0,24.24,2626,566,1327982.0,396328.0,149789.0,True,81.97,19.34,24.93,14.98,43.72,False,9,57120.0,914.16,43175460.0,629349.0,22.41,90.32,1759335.0,5.6,0.74,23
V10587,Village_587,District_6,Karnataka,13.337067,73.571198,9.4,4.42,2414.0,9.69,26.55,1635.0,34.72,1687,463,711823.0,127910.0,35211.0,True,95.86,23.26,1.58,13.96,91.28,True,14,114553.0,609.21,44333490.0,579031.0,23.0,76.61,865895.0,8.16,0.51,25
V10588,Village_588,District_21,Karnataka,32.311888,70.54729,36.6,5.31,2598.0,20.84,28.54,948.0,16.83,4605,1034,2021921.0,869538.0,157768.0,True,88.99,12.33,8.79,6.33,2.82,False,16,4294.0,1000.0,65693906.0,2593045.0,18.36,79.21,1409322.0,7.44,0.37,20
V10589,Village_589,District_4,Rajasthan,23.124229,90.494467,21.28,5.5,3299.0,15.79,19.53,1480.0,34.94,34721,8998,14296564.0,7295935.0,1142019.0,True,90.83,13.06,49.1,0.28,120.8,False,3,166889.0,1000.0,65624276.0,1153625.0,21.66,78.18,1699729.0,5.69,0.34,25
V10590,Village_590,District_22,Telangana,24.934442,88.190933,26.17,5.15,2776.0,25.25,30.93,1452.0,13.86,34392,8864,13122681.0,3044434.0,565226.0,True,91.55,22.47,26.2,6.16,74.42,False,18,131739.0,1000.0,66979977.0,778784.0,16.65,89.59,1401987.0,5.11,0.35,24
V10591,Village_591,District_30,Maharashtra,14.81549,70.510182,9.0,6.03,2526.0,23.35,32.89,299.0,35.78,25102,4938,14653529.0,4565160.0,789563.0,True,67.14,11.18,70.62,12.97,140.27,True,4,206852.0,1000.0,59430734.0,1535687.0,16.01,86.22,1519076.0,6.94,0.4,21
V10592,Village_592,District_14,Uttar Pradesh,19.612433,82.15121,55.47,4.58,2624.0,31.76,19.77,1059.0,39.29,10003,2003,6029684.0,1203920.0,384994.0,True,74.06,9.48,44.75,1.27,133.36,False,5,208063.0,1000.0,46979700.0,1291016.0,16.27,89.36,1215232.0,6.57,0.52,25
V10593,Village_593,District_16,Rajasthan,16.170487,96.367962,41.11,6.02,2400.0,26.86,31.19,1110.0,42.81,35841,9491,19678970.0,9504051.0,746602.0,True,72.8,14.27,16.73,6.17,71.24,False,8,116307.0,1000.0,71310259.0,1190230.0,20.21,88.26,1959700.0,5.14,0.47,22
V10594,Village_594,District_9,Tamil Nadu,26.931643,73.582375,13.48,5.43,3255.0,19.77,29.28,892.0,37.25,29267,7222,13530249.0,3829081.0,604108.0,True,97.39,20.22,75.36,11.88,145.86,False,3,214679.0,1000.0,49806358.0,1619249.0,18.79,88.25,1643252.0,8.25,0.68,21
V10595,Village_595,District_23,Telangana,10.172614,75.346965,47.49,5.06,2378.0,27.56,21.36,778.0,12.54,22321,4617,9205169.0,4173630.0,997378.0,False,0.0,9.74,209.94,12.22,38.32,False,19,60510.0,1000.0,46256977.0,505996.0,23.94,88.71,1961147.0,4.84,0.8,21
V10596,Village_596,District_27,Gujarat,33.238498,70.332037,41.0,5.88,2788.0,25.44,25.24,226.0,25.27,23081,5472,7909336.0,3286120.0,594846.0,True,73.83,11.71,76.7,9.75,124.77,False,18,160157.0,1000.0,68343725.0,1572560.0,17.94,75.37,1450979.0,6.46,0.81,22
